Campaign name,Ad group,Date,Impressions,Clicks,Average CPC,Cost,Conversions,Conversion value,CTR,Device,Network
Referral Boost,AdGroup - Referral,2025-08-19,7457,318,1.56,496.08,3,2100,4.27%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-20,7269,433,2.31,1000.23,4,4800,5.97%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-08-20,5004,210,4.67,980.7,9,16200,4.21%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-08-20,8634,1206,1.26,1519.56,30,28500,13.98%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-08-20,5118,183,3.37,616.71,6,13200,3.59%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-08-20,3371,205,0.76,155.8,3,2100,6.11%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-21,6614,431,1.79,771.49,5,6000,6.52%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-08-21,6424,393,4.02,1579.86,15,27000,6.13%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-08-21,4886,374,1.7,635.8,4,3800,7.66%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-08-21,6373,314,4.56,1431.84,10,22000,4.94%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-08-21,4925,442,1.99,879.58,5,3500,8.99%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-22,6796,515,1.97,1014.55,8,9600,7.58%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-08-22,7917,274,2.56,701.44,12,21600,3.46%,Desktop,YouTube
New Store Launch,AdGroup - New,2025-08-22,5336,424,1.74,737.76,4,3800,7.95%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-08-22,7284,654,3.8,2485.2,31,68200,8.98%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-08-22,6946,710,1.73,1228.3,13,9100,10.23%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-23,5888,602,2.91,1751.82,11,13200,10.23%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-08-23,7184,314,3.65,1146.1,12,21600,4.38%,Desktop,Google Display
New Store Launch,AdGroup - New,2025-08-23,7978,543,2.18,1183.74,8,7600,6.81%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-08-23,7314,472,3.62,1708.64,20,44000,6.46%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-08-23,6293,368,1.58,581.44,7,4900,5.85%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-24,6261,317,2.93,928.81,6,7200,5.07%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-08-24,8944,459,3.64,1670.76,21,37800,5.14%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-08-24,4202,435,1.96,852.6,9,8550,10.37%,Desktop,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-08-24,3694,224,5.08,1137.92,9,19800,6.08%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-08-24,5316,608,1.31,796.48,4,2800,11.45%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-25,5413,326,2.3,749.8,10,12000,6.03%,Tablet,Google Search
Valentine Push,AdGroup - Valentine,2025-08-25,7227,341,3.13,1067.33,16,28800,4.72%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-08-25,7293,683,1.34,915.22,11,10450,9.37%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-08-25,4281,147,4.7,690.9,12,26400,3.44%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-08-25,5813,376,1.58,594.08,4,2800,6.47%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-26,2887,294,3.06,899.64,6,7200,10.2%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-08-26,3121,344,1.93,663.92,10,18000,11.05%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-08-26,5611,609,2.51,1528.59,18,17100,10.86%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-08-26,8981,300,4.12,1236.0,20,44000,3.34%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-08-26,6480,886,1.28,1134.08,11,7700,13.67%,Tablet,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-27,3932,346,3.35,1159.1,7,8400,8.82%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-08-27,5778,157,2.77,434.89,8,14400,2.73%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-08-27,3082,255,1.65,420.75,6,5700,8.28%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-08-27,6278,401,4.51,1808.51,23,50600,6.4%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-08-27,8056,354,1.75,619.5,7,4900,4.4%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-28,4872,418,2.16,902.88,7,8400,8.59%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-08-28,5483,501,3.35,1678.35,24,43200,9.14%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-08-28,3359,196,2.2,431.2,5,4750,5.85%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-08-28,5509,245,2.19,536.55,11,24200,4.45%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-08-28,5295,183,1.7,311.1,3,2100,3.46%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-29,7268,240,2.01,482.4,5,6000,3.31%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-08-29,4660,242,2.9,701.8,7,12600,5.2%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-08-29,7187,468,1.35,631.8,7,6650,6.52%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-08-29,4272,168,4.92,826.56,9,19800,3.95%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-08-29,6819,482,2.34,1127.88,3,2100,7.08%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-30,4135,204,2.26,461.04,1,1200,4.95%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-08-30,2726,285,5.03,1433.55,10,18000,10.48%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-08-30,6280,425,2.12,901.0,5,4750,6.77%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-08-30,2737,267,4.29,1145.43,13,28600,9.76%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-08-30,4339,377,2.28,859.56,1,700,8.71%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-08-31,6642,741,2.74,2030.34,13,15600,11.17%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-08-31,4661,521,2.43,1266.03,17,30600,11.18%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-08-31,3930,505,1.83,924.15,17,16150,12.86%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-08-31,6738,258,5.27,1359.66,14,30800,3.83%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-08-31,6718,1015,1.82,1847.3,9,6300,15.12%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-01,8800,562,2.9,1629.8,9,10800,6.39%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-09-01,7001,527,2.91,1533.57,17,30600,7.53%,Desktop,Google Display
New Store Launch,AdGroup - New,2025-09-01,6553,794,2.5,1985.0,9,8550,12.12%,Desktop,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-09-01,7567,337,3.67,1236.79,15,33000,4.46%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-09-01,5512,123,1.74,214.02,0,0,2.25%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-02,7359,462,2.81,1298.22,7,8400,6.28%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-09-02,6887,458,2.3,1053.4,12,21600,6.66%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-09-02,8743,592,2.49,1474.08,11,10450,6.78%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-09-02,6969,518,4.68,2424.24,25,55000,7.43%,Desktop,Google Display
Referral Boost,AdGroup - Referral,2025-09-02,4307,351,1.98,694.98,5,3500,8.16%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-03,6198,863,2.27,1959.01,16,19200,13.93%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-09-03,4177,340,2.46,836.4,14,25200,8.16%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-09-03,4803,318,2.1,667.8,4,3800,6.64%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-09-03,5786,702,4.52,3173.04,36,79200,12.13%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-09-03,8150,736,2.36,1736.96,6,4200,9.04%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-04,3601,458,1.86,851.88,8,9600,12.72%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-09-04,6337,560,3.19,1786.4,20,36000,8.84%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-09-04,5069,411,2.27,932.97,9,8550,8.11%,Mobile,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-09-04,7693,576,4.59,2643.84,37,81400,7.5%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-09-04,4091,279,0.94,262.26,2,1400,6.82%,Tablet,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-05,6538,276,2.43,670.68,1,1200,4.23%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-09-05,5363,473,2.2,1040.6,16,28800,8.82%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-09-05,6935,373,1.86,693.78,14,13300,5.38%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-09-05,6823,243,3.77,916.11,13,28600,3.56%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-09-05,6187,574,1.39,797.86,5,3500,9.29%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-06,7909,640,2.63,1683.2,11,13200,8.1%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-09-06,5733,542,3.15,1707.3,17,30600,9.46%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-09-06,6083,510,2.33,1188.3,19,18050,8.4%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-09-06,5304,99,4.25,420.75,1,2200,1.88%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-09-06,4369,299,1.94,580.06,1,700,6.86%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-07,7303,579,2.46,1424.34,13,15600,7.93%,Desktop,Google Display
Valentine Push,AdGroup - Valentine,2025-09-07,6295,302,2.78,839.56,15,27000,4.81%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-09-07,5425,203,2.08,422.24,3,2850,3.75%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-09-07,6959,375,3.9,1462.5,15,33000,5.39%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-09-07,6949,288,2.22,639.36,2,1400,4.15%,Tablet,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-08,8036,567,1.39,788.13,6,7200,7.06%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-09-08,4150,305,2.95,899.75,15,27000,7.36%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-09-08,8401,701,1.21,848.21,10,9500,8.35%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-09-08,6941,567,4.91,2783.97,31,68200,8.17%,Desktop,Google Display
Referral Boost,AdGroup - Referral,2025-09-08,6750,67,1.62,108.54,0,0,1.0%,Mobile,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-09,8045,664,2.15,1427.6,9,10800,8.26%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-09-09,6470,353,3.59,1267.27,11,19800,5.46%,Desktop,Google Display
New Store Launch,AdGroup - New,2025-09-09,7014,517,2.41,1245.97,11,10450,7.38%,Desktop,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-09-09,3684,232,2.81,651.92,10,22000,6.32%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-09-09,4011,325,1.62,526.5,2,1400,8.11%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-10,7591,394,2.37,933.78,6,7200,5.2%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-09-10,6798,526,4.22,2219.72,23,41400,7.74%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-09-10,7479,517,2.12,1096.04,10,9500,6.91%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-09-10,8750,406,5.59,2269.54,23,50600,4.64%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-09-10,2923,116,1.41,163.56,1,700,4.0%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-11,7483,505,2.32,1171.6,12,14400,6.75%,Tablet,Google Search
Valentine Push,AdGroup - Valentine,2025-09-11,8052,606,3.24,1963.44,21,37800,7.53%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-09-11,5851,635,2.48,1574.8,10,9500,10.85%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-09-11,7585,430,3.94,1694.2,23,50600,5.68%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-09-11,8348,215,1.6,344.0,1,700,2.58%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-12,4954,352,2.04,718.08,3,3600,7.12%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-09-12,7292,148,3.96,586.08,5,9000,2.04%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-09-12,3303,100,2.0,200.0,2,1900,3.06%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-09-12,5434,317,3.51,1112.67,19,41800,5.84%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-09-12,4006,298,1.74,518.52,1,700,7.46%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-13,5596,338,2.73,922.74,6,7200,6.05%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-09-13,5382,361,2.79,1007.19,14,25200,6.73%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-09-13,5402,407,1.88,765.16,9,8550,7.54%,Tablet,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-09-13,10044,453,3.18,1440.54,20,44000,4.52%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-09-13,5117,266,1.8,478.8,4,2800,5.21%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-14,5011,653,3.47,2265.91,14,16800,13.04%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-09-14,6635,341,3.66,1248.06,12,21600,5.15%,Desktop,Google Display
New Store Launch,AdGroup - New,2025-09-14,4225,259,1.46,378.14,3,2850,6.13%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-09-14,4901,49,3.38,165.62,6,13200,1.0%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-09-14,6520,329,1.27,417.83,3,2100,5.06%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-15,8958,351,2.51,881.01,3,3600,3.92%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-09-15,4383,387,2.75,1064.25,22,39600,8.85%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-09-15,5441,232,1.74,403.68,4,3800,4.27%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-09-15,7670,587,4.45,2612.15,34,74800,7.67%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-09-15,5550,328,1.54,505.12,2,1400,5.92%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-16,5220,573,3.03,1736.19,9,10800,10.99%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-09-16,4321,271,3.35,907.85,12,21600,6.27%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-09-16,6898,368,1.19,437.92,4,3800,5.35%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-09-16,4267,523,3.98,2081.54,23,50600,12.27%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-09-16,7568,676,2.32,1568.32,3,2100,8.94%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-17,5560,601,2.34,1406.34,8,9600,10.82%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-09-17,3558,382,2.02,771.64,10,18000,10.75%,Tablet,Google Search
New Store Launch,AdGroup - New,2025-09-17,7597,799,1.47,1174.53,14,13300,10.53%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-09-17,4752,106,4.18,443.08,9,19800,2.24%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-09-17,8959,878,1.86,1633.08,4,2800,9.81%,Mobile,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-18,6998,453,2.6,1177.8,6,7200,6.47%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-09-18,7056,427,3.18,1357.86,19,34200,6.06%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-09-18,9118,1002,2.54,2545.08,25,23750,10.99%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-09-18,6286,336,5.5,1848.0,17,37400,5.35%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-09-18,5834,319,1.35,430.65,3,2100,5.48%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-19,5417,568,2.21,1255.28,10,12000,10.49%,Desktop,Google Display
Valentine Push,AdGroup - Valentine,2025-09-19,5303,350,3.69,1291.5,22,39600,6.61%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-09-19,5458,341,1.66,566.06,7,6650,6.25%,Mobile,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-09-19,7322,497,4.68,2325.96,26,57200,6.8%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-09-19,7415,749,2.55,1909.95,14,9800,10.11%,Desktop,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-20,5786,504,2.48,1249.92,7,8400,8.71%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-09-20,4969,518,4.84,2507.12,13,23400,10.44%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-09-20,6715,276,1.54,425.04,3,2850,4.12%,Tablet,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-09-20,6733,381,3.68,1402.08,21,46200,5.67%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-09-20,3892,183,0.98,179.34,3,2100,4.7%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-21,5076,434,2.73,1184.82,10,12000,8.56%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-09-21,7446,434,3.21,1393.14,16,28800,5.83%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-09-21,6110,518,2.42,1253.56,14,13300,8.49%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-09-21,5844,433,5.7,2468.1,23,50600,7.42%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-09-21,7280,206,2.04,420.24,0,0,2.84%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-22,8058,377,1.81,682.37,7,8400,4.69%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-09-22,8019,538,3.22,1732.36,24,43200,6.72%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-09-22,6764,759,1.69,1282.71,13,12350,11.23%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-09-22,5272,195,4.15,809.25,16,35200,3.71%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-09-22,6329,638,1.63,1039.94,7,4900,10.1%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-23,8765,640,3.86,2470.4,10,12000,7.3%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-09-23,5919,421,3.27,1376.67,14,25200,7.12%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-09-23,5803,465,1.23,571.95,8,7600,8.03%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-09-23,8221,382,4.97,1898.54,18,39600,4.65%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-09-23,5599,499,2.05,1022.95,3,2100,8.92%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-24,5533,407,3.17,1290.19,10,12000,7.37%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-09-24,3348,194,3.24,628.56,6,10800,5.81%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-09-24,5664,512,1.74,890.88,15,14250,9.05%,Desktop,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-09-24,5333,416,2.07,861.12,20,44000,7.8%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-09-24,6714,599,2.01,1203.99,5,3500,8.93%,Desktop,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-25,2272,224,2.97,665.28,2,2400,9.86%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-09-25,8001,414,2.65,1097.1,15,27000,5.17%,Tablet,Google Search
New Store Launch,AdGroup - New,2025-09-25,5645,222,2.8,621.6,2,1900,3.93%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-09-25,7877,599,3.7,2216.3,38,83600,7.62%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-09-25,5879,328,2.18,715.04,4,2800,5.58%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-26,6721,431,2.86,1232.66,11,13200,6.42%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-09-26,4853,75,2.92,219.0,3,5400,1.56%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-09-26,6127,641,2.3,1474.3,12,11400,10.47%,Tablet,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-09-26,6696,818,4.72,3860.96,46,101200,12.22%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-09-26,9220,869,1.72,1494.68,9,6300,9.43%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-27,3218,242,2.78,672.76,5,6000,7.54%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-09-27,3814,96,4.5,432.0,4,7200,2.52%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-09-27,9339,684,1.98,1354.32,19,18050,7.33%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-09-27,7462,516,5.13,2647.08,24,52800,6.92%,Tablet,Google Display
Referral Boost,AdGroup - Referral,2025-09-27,7220,485,1.9,921.5,3,2100,6.73%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-28,5967,384,2.19,840.96,8,9600,6.44%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-09-28,5207,91,2.26,205.66,1,1800,1.75%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-09-28,7701,793,2.17,1720.81,11,10450,10.31%,Desktop,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-09-28,6851,661,5.59,3694.99,44,96800,9.66%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-09-28,9225,695,1.94,1348.3,11,7700,7.54%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-29,8288,540,2.47,1333.8,7,8400,6.53%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-09-29,6524,326,2.1,684.6,18,32400,5.0%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-09-29,6604,444,2.35,1043.4,11,10450,6.73%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-09-29,6126,600,3.46,2076.0,19,41800,9.81%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-09-29,8302,351,2.25,789.75,4,2800,4.24%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-09-30,7545,562,1.02,573.24,6,7200,7.45%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-09-30,5287,186,3.65,678.9,6,10800,3.52%,Desktop,Google Search
